-5,51.76405235
-4.795918367,45.42306433
-4.591836735,41.2744481
-3.979591837,26.6362165
-3.571428571,20.25680606
-2.959183673,11.61842924
-2.755102041,10.45052507
-1.734693878,1.848098232
-1.326530612,-1.040534964
-0.918367347,-4.614630799
-0.714285714,-1.387197731
-0.306122449,-1.991644404
0.102040816,-0.912924608
0.714285714,6.634820031
1.12244898,9.546867459
1.734693878,15.72016147
1.93877551,20.62251684
2.551020408,33.48059726
2.959183673,40.76391966
3.979591837,66.89976056
4.387755102,78.44316466
4.591836735,86.99156782
5,99.78725972
